"Jack Gray kickoff 22 yards to the MARITIME43, fair catch by B. Andrews."
Maritime (N.Y.) at 15:00
3rd and 7 at MARITIME09,Timel Benton rush for no gain to the MARITIME9 (J. Varga;F. Vano).
4th and 7 at MARITIME09,C. Hutchinson rush for 2 yards to the MARITIME7 (L. Bailey).
Total,"12 plays , 85 yards Time of Possession: 4:52"
Maritime (N.Y.) at 08:38
1st and 10 at MARITIME07,MARITIME (N.Y.) drive start at 08:38.
1st and 10 at MARITIME07,"H. Williamson rush for 12 yards to the MARITIME19, 1ST DOWN MARITIME (Mason Gooch)."
1st and 10 at MARITIME19,H. Williamson rush for 6 yards to the MARITIME25 (Mason Gooch).
2nd and 4 at MARITIME25,H. Williamson rush for 3 yards to the MARITIME28 (Malik Amann).
3rd and 1 at MARITIME28,H. Williamson rush for no gain to the MARITIME28 (N. Maccini).
4th and 1 at MARITIME28,"J. Gagliardi punt 53 yards to the GAL19, out-of-bounds, PENALTY GAL roughing the kicker (Mason Gooch) 5 yards to the MARITIME33, 1ST DOWN MARITIME, NO PLAY."
1st and 10 at MARITIME33,H. Williamson rush for 1 yard to the MARITIME34 (Everett Polzin).
2nd and 9 at MARITIME34,H. Williamson rush for 8 yards to the MARITIME42 (N. Maccini).
3rd and 1 at MARITIME42,"H. Williamson rush for 3 yards to the MARITIME45, 1ST DOWN MARITIME (Justin Rutledge)."
1st and 10 at MARITIME45,C. Schiavone rush for 2 yards to the MARITIME47 (Malik Amann;Jaquan Thomas).
2nd and 8 at MARITIME47,C. Schiavone rush for 6 yards to the GAL47 (J. Buentiempo).
3rd and 2 at GAL47,"C. Schiavone rush for 8 yards to the GAL39, 1ST DOWN MARITIME (S. Anderson;N. Maccini)."
1st and 10 at GAL39,C. Schiavone rush for 1 yard to the GAL38 (Everett Polzin).
2nd and 9 at GAL38,"C. Schiavone rush for 9 yards to the GAL29, 1ST DOWN MARITIME (Dalton Taylor)."
1st and 10 at GAL29,C. Schiavone rush for 8 yards to the GAL21 (Jack Gray).
2nd and 2 at GAL21,C. Schiavone rush for no gain to the GAL21 (Everett Polzin).
3rd and 2 at GAL21,"C. Schiavone rush for 3 yards to the GAL18, 1ST DOWN MARITIME (Jack Gray)."
1st and 10 at GAL18,"End of game, clock 00:00."
Total,"15 plays , 75 yards Time of Possession: 8:38"
