MARITIME ball on MARITIME35.
1st and 10 at MARITIME35,MARITIME (N.Y.) drive start at 02:21.
1st and 10 at MARITIME35,"J. Lynn pass complete to M. Cebulski for 10 yards to the MARITIME45, 1ST DOWN MARITIME (Jonathan Finn)."
1st and 10 at MARITIME45,"J. Lynn pass complete to C. Judge for 6 yards to the MTSTJOSE49, out-of-bounds."
2nd and 4 at MTSTJOSE49,"J. Lynn pass complete to M. Cebulski for no gain to the MTSTJOSE49, out-of-bounds (Troy Speakman)."
3rd and 4 at MTSTJOSE49,"J. Lynn rush for 4 yards to the MTSTJOSE45, 1ST DOWN MARITIME, out-of-bounds (Troy Speakman)."
1st and 10 at MTSTJOSE45,J. Lynn sacked for loss of 5 yards to the 50 yardline (A. McFarland).
2nd and 15 at MARITIME50,J. Lynn pass incomplete to V. Vollaro.
3rd and 15 at MARITIME50,"J. Lynn rush for 8 yards to the MTSTJOSE42, out-of-bounds (Julius Fisher)."
4th and 7 at MTSTJOSE42,"J. Gagliardi punt 42 yards to the MTSTJOSE0, touchback."
Total,"7 plays , 23 yards Time of Possession: 1:11"
Mt. St. Joseph at 01:10
1st and 10 at MTSTJOSE25,MT. ST. JOSEPH drive start at 01:10.
1st and 10 at MTSTJOSE25,MTSTJOSE ball on MTSTJOSE20.
1st and 10 at MTSTJOSE20,C. Beachem Jr. rush for 3 yards to the MTSTJOSE23 (D. Hanley).
2nd and 7 at MTSTJOSE23,"C. Beachem Jr. rush for 18 yards to the MTSTJOSE41, 1ST DOWN MTSTJOSE (L. Bailey)."
1st and 10 at MTSTJOSE41,C. Beachem Jr. rush for 5 yards to the MTSTJOSE46 (S. Escaldi).
2nd and 5 at MTSTJOSE46,"End of half, clock 00:00."
Total,"3 plays , 26 yards Time of Possession: 1:10"
"Start of 3rd quarter, clock 15:00."
MTSTJOSE ball on MTSTJOSE35.
"Ryan Murray kickoff 40 yards to the MARITIME25, fair catch by C. Schiavone, PENALTY MTSTJOSE illegal procedure 5 yards to the MARITIME30, 1st and 10, MARITIME ball on MARITIME30."
Maritime (N.Y.) at 14:55
1st and 10 at MARITIME30,MARITIME (N.Y.) drive start at 14:55.
1st and 10 at MARITIME30,J. Lynn pass incomplete to K. Murphy.
2nd and 10 at MARITIME30,C. Schiavone rush for 2 yards to the MARITIME32 (Nathan Stone).
3rd and 8 at MARITIME32,"J. Gagliardi punt 35 yards to the MTSTJOSE33, out-of-bounds."
Total,"2 plays , 2 yards Time of Possession: 0:47"
Mt. St. Joseph at 14:08
1st and 10 at MTSTJOSE33,MT. ST. JOSEPH drive start at 14:08.
1st and 10 at MTSTJOSE33,Chaiten Tomlin pass complete to C. Beachem Jr. for 2 yards to the MTSTJOSE35 (L. Bailey;J. Varga).
2nd and 8 at MTSTJOSE35,C. Beachem Jr. rush for 3 yards to the MTSTJOSE38 (J. Corsfield;L. Bailey).
3rd and 5 at MTSTJOSE38,Chaiten Tomlin pass complete to M. Williamson for 4 yards to the MTSTJOSE42 (J. Behr).
4th and 1 at MTSTJOSE42,"Drew Sherman punt 42 yards to the MARITIME16, downed."
Total,"3 plays , 9 yards Time of Possession: 2:06"
Maritime (N.Y.) at 12:02
1st and 10 at MARITIME16,MARITIME (N.Y.) drive start at 12:02.
1st and 10 at MARITIME16,C. Schiavone rush for 3 yards to the MARITIME19 (Nick Brokering).
2nd and 7 at MARITIME19,J. Lynn pass complete to K. Murphy for 6 yards to the MARITIME25 (Nathan Stone;Deshawn Starks).
3rd and 1 at MARITIME25,"C. Schiavone rush for 2 yards to the MARITIME27, 1ST DOWN MARITIME (Spencer Kandra)."
1st and 10 at MARITIME27,C. Schiavone rush for 2 yards to the MARITIME29 (JJ Courtney).
2nd and 8 at MARITIME29,"J. Lynn pass incomplete to K. Murphy, QB hurry by JJ Courtney."
3rd and 8 at MARITIME29,"J. Lynn pass complete to V. Vollaro for 12 yards to the MARITIME41, 1ST DOWN MARITIME (Gavin Edmondson)."
1st and 10 at MARITIME41,C. Schiavone rush for 1 yard to the MARITIME42 (Sean Sullivan;Noah Hammond).
2nd and 9 at MARITIME42,J. Lynn pass complete to K. Murphy for 7 yards to the MARITIME49 (Nathan Stone).
3rd and 2 at MARITIME49,"C. Schiavone rush for 5 yards to the MTSTJOSE46, 1ST DOWN MARITIME (Alvin Burke)."
1st and 10 at MTSTJOSE46,"C. Schiavone rush for 11 yards to the MTSTJOSE35, 1ST DOWN MARITIME (Payton Leugers)."
1st and 10 at MTSTJOSE35,J. Lynn pass complete to B. Andrews for 7 yards to the MTSTJOSE28 (Nathan Stone;Gavin Edmondson).
2nd and 3 at MTSTJOSE28,J. Lynn pass incomplete.
3rd and 3 at MTSTJOSE28,C. Schiavone rush for 2 yards to the MTSTJOSE26 (D. Laudermilk;Nathan Stone).
4th and 1 at MTSTJOSE26,"C. Schiavone rush for 1 yard to the MTSTJOSE25, 1ST DOWN MARITIME (Payton Leugers;JJ Courtney)."
1st and 10 at MTSTJOSE25,"J. Lynn pass incomplete to E. Borchert, QB hurry by Spencer Kandra."
2nd and 10 at MTSTJOSE25,J. Lynn pass incomplete to C. Judge (Deshawn Starks).
3rd and 10 at MTSTJOSE25,"J. Lynn rush for 2 yards to the MTSTJOSE23, out-of-bounds (Payton Leugers)."
4th and 8 at MTSTJOSE23,J. Lynn pass incomplete to V. Vollaro.
Total,"18 plays , 61 yards Time of Possession: 9:16"
Mt. St. Joseph at 02:46
1st and 10 at MTSTJOSE23,MT. ST. JOSEPH drive start at 02:46.
1st and 10 at MTSTJOSE23,C. Beachem Jr. rush for 6 yards to the MTSTJOSE29 (L. Bailey;S. Escaldi).
2nd and 4 at MTSTJOSE29,"Chaiten Tomlin pass complete to Nick Murphy for 10 yards to the MTSTJOSE39, 1ST DOWN MTSTJOSE (F. Vano)."
1st and 10 at MTSTJOSE39,"Chaiten Tomlin pass incomplete to Austin Brock, QB hurry by J. Lupardo."
2nd and 10 at MTSTJOSE39,"Chaiten Tomlin rush for 9 yards to the MTSTJOSE48, out-of-bounds."
3rd and 1 at MTSTJOSE48,"Chaiten Tomlin pass intercepted by J. Corsfield at the MARITIME35, J. Corsfield return 0 yards to the MARITIME35."
